preview_id,profile_id,delivery_preset_id,evaluation_script_id,profile_approval_status,delivery_approval_status,source_voice_id,audio_status,audio_path,owner_decision,notes
narrator-male--neutral,narrator-male,neutral,neutral,draft,draft,,ungenerated,,pending,
narrator-male--angry,narrator-male,angry,angry,draft,draft,,ungenerated,,pending,
narrator-male--sorrowful,narrator-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
narrator-male--joyful,narrator-male,joyful,joyful,draft,draft,,ungenerated,,pending,
narrator-male--proclaiming,narrator-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
narrator-female--neutral,narrator-female,neutral,neutral,draft,draft,,ungenerated,,pending,
narrator-female--angry,narrator-female,angry,angry,draft,draft,,ungenerated,,pending,
narrator-female--sorrowful,narrator-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
narrator-female--joyful,narrator-female,joyful,joyful,draft,draft,,ungenerated,,pending,
narrator-female--proclaiming,narrator-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
human-male--neutral,human-male,neutral,neutral,draft,draft,,ungenerated,,pending,
human-male--angry,human-male,angry,angry,draft,draft,,ungenerated,,pending,
human-male--sorrowful,human-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
human-male--joyful,human-male,joyful,joyful,draft,draft,,ungenerated,,pending,
human-male--proclaiming,human-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
human-female--neutral,human-female,neutral,neutral,draft,draft,,ungenerated,,pending,
human-female--angry,human-female,angry,angry,draft,draft,,ungenerated,,pending,
human-female--sorrowful,human-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
human-female--joyful,human-female,joyful,joyful,draft,draft,,ungenerated,,pending,
human-female--proclaiming,human-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
orc-male--neutral,orc-male,neutral,neutral,draft,draft,,ungenerated,,pending,
orc-male--angry,orc-male,angry,angry,draft,draft,,ungenerated,,pending,
orc-male--sorrowful,orc-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
orc-male--joyful,orc-male,joyful,joyful,draft,draft,,ungenerated,,pending,
orc-male--proclaiming,orc-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
orc-female--neutral,orc-female,neutral,neutral,draft,draft,,ungenerated,,pending,
orc-female--angry,orc-female,angry,angry,draft,draft,,ungenerated,,pending,
orc-female--sorrowful,orc-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
orc-female--joyful,orc-female,joyful,joyful,draft,draft,,ungenerated,,pending,
orc-female--proclaiming,orc-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
dwarf-male--neutral,dwarf-male,neutral,neutral,draft,draft,,ungenerated,,pending,
dwarf-male--angry,dwarf-male,angry,angry,draft,draft,,ungenerated,,pending,
dwarf-male--sorrowful,dwarf-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
dwarf-male--joyful,dwarf-male,joyful,joyful,draft,draft,,ungenerated,,pending,
dwarf-male--proclaiming,dwarf-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
dwarf-female--neutral,dwarf-female,neutral,neutral,draft,draft,,ungenerated,,pending,
dwarf-female--angry,dwarf-female,angry,angry,draft,draft,,ungenerated,,pending,
dwarf-female--sorrowful,dwarf-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
dwarf-female--joyful,dwarf-female,joyful,joyful,draft,draft,,ungenerated,,pending,
dwarf-female--proclaiming,dwarf-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
nightelf-male--neutral,nightelf-male,neutral,neutral,draft,draft,,ungenerated,,pending,
nightelf-male--angry,nightelf-male,angry,angry,draft,draft,,ungenerated,,pending,
nightelf-male--sorrowful,nightelf-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
nightelf-male--joyful,nightelf-male,joyful,joyful,draft,draft,,ungenerated,,pending,
nightelf-male--proclaiming,nightelf-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
nightelf-female--neutral,nightelf-female,neutral,neutral,draft,draft,,ungenerated,,pending,
nightelf-female--angry,nightelf-female,angry,angry,draft,draft,,ungenerated,,pending,
nightelf-female--sorrowful,nightelf-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
nightelf-female--joyful,nightelf-female,joyful,joyful,draft,draft,,ungenerated,,pending,
nightelf-female--proclaiming,nightelf-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
scourge-male--neutral,scourge-male,neutral,neutral,draft,draft,,ungenerated,,pending,
scourge-male--angry,scourge-male,angry,angry,draft,draft,,ungenerated,,pending,
scourge-male--sorrowful,scourge-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
scourge-male--joyful,scourge-male,joyful,joyful,draft,draft,,ungenerated,,pending,
scourge-male--proclaiming,scourge-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
scourge-female--neutral,scourge-female,neutral,neutral,draft,draft,,ungenerated,,pending,
scourge-female--angry,scourge-female,angry,angry,draft,draft,,ungenerated,,pending,
scourge-female--sorrowful,scourge-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
scourge-female--joyful,scourge-female,joyful,joyful,draft,draft,,ungenerated,,pending,
scourge-female--proclaiming,scourge-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
tauren-male--neutral,tauren-male,neutral,neutral,draft,draft,,ungenerated,,pending,
tauren-male--angry,tauren-male,angry,angry,draft,draft,,ungenerated,,pending,
tauren-male--sorrowful,tauren-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
tauren-male--joyful,tauren-male,joyful,joyful,draft,draft,,ungenerated,,pending,
tauren-male--proclaiming,tauren-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
tauren-female--neutral,tauren-female,neutral,neutral,draft,draft,,ungenerated,,pending,
tauren-female--angry,tauren-female,angry,angry,draft,draft,,ungenerated,,pending,
tauren-female--sorrowful,tauren-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
tauren-female--joyful,tauren-female,joyful,joyful,draft,draft,,ungenerated,,pending,
tauren-female--proclaiming,tauren-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
gnome-male--neutral,gnome-male,neutral,neutral,draft,draft,,ungenerated,,pending,
gnome-male--angry,gnome-male,angry,angry,draft,draft,,ungenerated,,pending,
gnome-male--sorrowful,gnome-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
gnome-male--joyful,gnome-male,joyful,joyful,draft,draft,,ungenerated,,pending,
gnome-male--proclaiming,gnome-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
gnome-female--neutral,gnome-female,neutral,neutral,draft,draft,,ungenerated,,pending,
gnome-female--angry,gnome-female,angry,angry,draft,draft,,ungenerated,,pending,
gnome-female--sorrowful,gnome-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
gnome-female--joyful,gnome-female,joyful,joyful,draft,draft,,ungenerated,,pending,
gnome-female--proclaiming,gnome-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
troll-male--neutral,troll-male,neutral,neutral,draft,draft,,ungenerated,,pending,
troll-male--angry,troll-male,angry,angry,draft,draft,,ungenerated,,pending,
troll-male--sorrowful,troll-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
troll-male--joyful,troll-male,joyful,joyful,draft,draft,,ungenerated,,pending,
troll-male--proclaiming,troll-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
troll-female--neutral,troll-female,neutral,neutral,draft,draft,,ungenerated,,pending,
troll-female--angry,troll-female,angry,angry,draft,draft,,ungenerated,,pending,
troll-female--sorrowful,troll-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
troll-female--joyful,troll-female,joyful,joyful,draft,draft,,ungenerated,,pending,
troll-female--proclaiming,troll-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
goblin-male--neutral,goblin-male,neutral,neutral,draft,draft,,ungenerated,,pending,
goblin-male--angry,goblin-male,angry,angry,draft,draft,,ungenerated,,pending,
goblin-male--sorrowful,goblin-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
goblin-male--joyful,goblin-male,joyful,joyful,draft,draft,,ungenerated,,pending,
goblin-male--proclaiming,goblin-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
goblin-female--neutral,goblin-female,neutral,neutral,draft,draft,,ungenerated,,pending,
goblin-female--angry,goblin-female,angry,angry,draft,draft,,ungenerated,,pending,
goblin-female--sorrowful,goblin-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
goblin-female--joyful,goblin-female,joyful,joyful,draft,draft,,ungenerated,,pending,
goblin-female--proclaiming,goblin-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
bloodelf-male--neutral,bloodelf-male,neutral,neutral,draft,draft,,ungenerated,,pending,
bloodelf-male--angry,bloodelf-male,angry,angry,draft,draft,,ungenerated,,pending,
bloodelf-male--sorrowful,bloodelf-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
bloodelf-male--joyful,bloodelf-male,joyful,joyful,draft,draft,,ungenerated,,pending,
bloodelf-male--proclaiming,bloodelf-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
bloodelf-female--neutral,bloodelf-female,neutral,neutral,draft,draft,,ungenerated,,pending,
bloodelf-female--angry,bloodelf-female,angry,angry,draft,draft,,ungenerated,,pending,
bloodelf-female--sorrowful,bloodelf-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
bloodelf-female--joyful,bloodelf-female,joyful,joyful,draft,draft,,ungenerated,,pending,
bloodelf-female--proclaiming,bloodelf-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
draenei-male--neutral,draenei-male,neutral,neutral,draft,draft,,ungenerated,,pending,
draenei-male--angry,draenei-male,angry,angry,draft,draft,,ungenerated,,pending,
draenei-male--sorrowful,draenei-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
draenei-male--joyful,draenei-male,joyful,joyful,draft,draft,,ungenerated,,pending,
draenei-male--proclaiming,draenei-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
draenei-female--neutral,draenei-female,neutral,neutral,draft,draft,,ungenerated,,pending,
draenei-female--angry,draenei-female,angry,angry,draft,draft,,ungenerated,,pending,
draenei-female--sorrowful,draenei-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
draenei-female--joyful,draenei-female,joyful,joyful,draft,draft,,ungenerated,,pending,
draenei-female--proclaiming,draenei-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
felorc-male--neutral,felorc-male,neutral,neutral,draft,draft,,ungenerated,,pending,
felorc-male--angry,felorc-male,angry,angry,draft,draft,,ungenerated,,pending,
felorc-male--sorrowful,felorc-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
felorc-male--joyful,felorc-male,joyful,joyful,draft,draft,,ungenerated,,pending,
felorc-male--proclaiming,felorc-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
felorc-female--neutral,felorc-female,neutral,neutral,draft,draft,,ungenerated,,pending,
felorc-female--angry,felorc-female,angry,angry,draft,draft,,ungenerated,,pending,
felorc-female--sorrowful,felorc-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
felorc-female--joyful,felorc-female,joyful,joyful,draft,draft,,ungenerated,,pending,
felorc-female--proclaiming,felorc-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
naga-male--neutral,naga-male,neutral,neutral,draft,draft,,ungenerated,,pending,
naga-male--angry,naga-male,angry,angry,draft,draft,,ungenerated,,pending,
naga-male--sorrowful,naga-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
naga-male--joyful,naga-male,joyful,joyful,draft,draft,,ungenerated,,pending,
naga-male--proclaiming,naga-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
naga-female--neutral,naga-female,neutral,neutral,draft,draft,,ungenerated,,pending,
naga-female--angry,naga-female,angry,angry,draft,draft,,ungenerated,,pending,
naga-female--sorrowful,naga-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
naga-female--joyful,naga-female,joyful,joyful,draft,draft,,ungenerated,,pending,
naga-female--proclaiming,naga-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
broken-male--neutral,broken-male,neutral,neutral,draft,draft,,ungenerated,,pending,
broken-male--angry,broken-male,angry,angry,draft,draft,,ungenerated,,pending,
broken-male--sorrowful,broken-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
broken-male--joyful,broken-male,joyful,joyful,draft,draft,,ungenerated,,pending,
broken-male--proclaiming,broken-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
broken-female--neutral,broken-female,neutral,neutral,draft,draft,,ungenerated,,pending,
broken-female--angry,broken-female,angry,angry,draft,draft,,ungenerated,,pending,
broken-female--sorrowful,broken-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
broken-female--joyful,broken-female,joyful,joyful,draft,draft,,ungenerated,,pending,
broken-female--proclaiming,broken-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
skeleton-male--neutral,skeleton-male,neutral,neutral,draft,draft,,ungenerated,,pending,
skeleton-male--angry,skeleton-male,angry,angry,draft,draft,,ungenerated,,pending,
skeleton-male--sorrowful,skeleton-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
skeleton-male--joyful,skeleton-male,joyful,joyful,draft,draft,,ungenerated,,pending,
skeleton-male--proclaiming,skeleton-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
skeleton-female--neutral,skeleton-female,neutral,neutral,draft,draft,,ungenerated,,pending,
skeleton-female--angry,skeleton-female,angry,angry,draft,draft,,ungenerated,,pending,
skeleton-female--sorrowful,skeleton-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
skeleton-female--joyful,skeleton-female,joyful,joyful,draft,draft,,ungenerated,,pending,
skeleton-female--proclaiming,skeleton-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
vrykul-male--neutral,vrykul-male,neutral,neutral,draft,draft,,ungenerated,,pending,
vrykul-male--angry,vrykul-male,angry,angry,draft,draft,,ungenerated,,pending,
vrykul-male--sorrowful,vrykul-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
vrykul-male--joyful,vrykul-male,joyful,joyful,draft,draft,,ungenerated,,pending,
vrykul-male--proclaiming,vrykul-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
vrykul-female--neutral,vrykul-female,neutral,neutral,draft,draft,,ungenerated,,pending,
vrykul-female--angry,vrykul-female,angry,angry,draft,draft,,ungenerated,,pending,
vrykul-female--sorrowful,vrykul-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
vrykul-female--joyful,vrykul-female,joyful,joyful,draft,draft,,ungenerated,,pending,
vrykul-female--proclaiming,vrykul-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
tuskarr-male--neutral,tuskarr-male,neutral,neutral,draft,draft,,ungenerated,,pending,
tuskarr-male--angry,tuskarr-male,angry,angry,draft,draft,,ungenerated,,pending,
tuskarr-male--sorrowful,tuskarr-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
tuskarr-male--joyful,tuskarr-male,joyful,joyful,draft,draft,,ungenerated,,pending,
tuskarr-male--proclaiming,tuskarr-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
tuskarr-female--neutral,tuskarr-female,neutral,neutral,draft,draft,,ungenerated,,pending,
tuskarr-female--angry,tuskarr-female,angry,angry,draft,draft,,ungenerated,,pending,
tuskarr-female--sorrowful,tuskarr-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
tuskarr-female--joyful,tuskarr-female,joyful,joyful,draft,draft,,ungenerated,,pending,
tuskarr-female--proclaiming,tuskarr-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
foresttroll-male--neutral,foresttroll-male,neutral,neutral,draft,draft,,ungenerated,,pending,
foresttroll-male--angry,foresttroll-male,angry,angry,draft,draft,,ungenerated,,pending,
foresttroll-male--sorrowful,foresttroll-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
foresttroll-male--joyful,foresttroll-male,joyful,joyful,draft,draft,,ungenerated,,pending,
foresttroll-male--proclaiming,foresttroll-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
foresttroll-female--neutral,foresttroll-female,neutral,neutral,draft,draft,,ungenerated,,pending,
foresttroll-female--angry,foresttroll-female,angry,angry,draft,draft,,ungenerated,,pending,
foresttroll-female--sorrowful,foresttroll-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
foresttroll-female--joyful,foresttroll-female,joyful,joyful,draft,draft,,ungenerated,,pending,
foresttroll-female--proclaiming,foresttroll-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
taunka-male--neutral,taunka-male,neutral,neutral,draft,draft,,ungenerated,,pending,
taunka-male--angry,taunka-male,angry,angry,draft,draft,,ungenerated,,pending,
taunka-male--sorrowful,taunka-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
taunka-male--joyful,taunka-male,joyful,joyful,draft,draft,,ungenerated,,pending,
taunka-male--proclaiming,taunka-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
taunka-female--neutral,taunka-female,neutral,neutral,draft,draft,,ungenerated,,pending,
taunka-female--angry,taunka-female,angry,angry,draft,draft,,ungenerated,,pending,
taunka-female--sorrowful,taunka-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
taunka-female--joyful,taunka-female,joyful,joyful,draft,draft,,ungenerated,,pending,
taunka-female--proclaiming,taunka-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
northrendskeleton-male--neutral,northrendskeleton-male,neutral,neutral,draft,draft,,ungenerated,,pending,
northrendskeleton-male--angry,northrendskeleton-male,angry,angry,draft,draft,,ungenerated,,pending,
northrendskeleton-male--sorrowful,northrendskeleton-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
northrendskeleton-male--joyful,northrendskeleton-male,joyful,joyful,draft,draft,,ungenerated,,pending,
northrendskeleton-male--proclaiming,northrendskeleton-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
northrendskeleton-female--neutral,northrendskeleton-female,neutral,neutral,draft,draft,,ungenerated,,pending,
northrendskeleton-female--angry,northrendskeleton-female,angry,angry,draft,draft,,ungenerated,,pending,
northrendskeleton-female--sorrowful,northrendskeleton-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
northrendskeleton-female--joyful,northrendskeleton-female,joyful,joyful,draft,draft,,ungenerated,,pending,
northrendskeleton-female--proclaiming,northrendskeleton-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
icetroll-male--neutral,icetroll-male,neutral,neutral,draft,draft,,ungenerated,,pending,
icetroll-male--angry,icetroll-male,angry,angry,draft,draft,,ungenerated,,pending,
icetroll-male--sorrowful,icetroll-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
icetroll-male--joyful,icetroll-male,joyful,joyful,draft,draft,,ungenerated,,pending,
icetroll-male--proclaiming,icetroll-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
icetroll-female--neutral,icetroll-female,neutral,neutral,draft,draft,,ungenerated,,pending,
icetroll-female--angry,icetroll-female,angry,angry,draft,draft,,ungenerated,,pending,
icetroll-female--sorrowful,icetroll-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
icetroll-female--joyful,icetroll-female,joyful,joyful,draft,draft,,ungenerated,,pending,
icetroll-female--proclaiming,icetroll-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
worgen-male--neutral,worgen-male,neutral,neutral,draft,draft,,ungenerated,,pending,
worgen-male--angry,worgen-male,angry,angry,draft,draft,,ungenerated,,pending,
worgen-male--sorrowful,worgen-male,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
worgen-male--joyful,worgen-male,joyful,joyful,draft,draft,,ungenerated,,pending,
worgen-male--proclaiming,worgen-male,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
worgen-female--neutral,worgen-female,neutral,neutral,draft,draft,,ungenerated,,pending,
worgen-female--angry,worgen-female,angry,angry,draft,draft,,ungenerated,,pending,
worgen-female--sorrowful,worgen-female,sorrowful,sorrowful,draft,draft,,ungenerated,,pending,
worgen-female--joyful,worgen-female,joyful,joyful,draft,draft,,ungenerated,,pending,
worgen-female--proclaiming,worgen-female,proclaiming,proclaiming,draft,draft,,ungenerated,,pending,
